text,label
"So disappointed.... I have worn orthaheel tide flip flops for years,  my last 3 pair I have had no issues with but the only conclusion I can come to is that Vionic now runs the show.  They are cheaply made the sole is not very stable and the arch isn't as high as it used to be.  My old ones that are 6 years old are more stable and have more arch support then these do.  I hope that Vionic fixes the issues.  I know others love these but I am disappointed.",0
Love these sandals! Fast shipping! Lots of cushion and arch support too!,2
"Disappointed.  Bought these to replace same shoe that I've been wearing for last 2-3 years.  Although identical model number, this shoe is more narrow in toe-box than the shoes I've been wearing.",2
Boots run small. They just fit her now.,0
The sole is unbelievably comfy but the leather straps feel like scratchy plastic. Disappointed I had to send them back.,2
"My 2 year old son has a double wide foot so unfortunately there are not alot of shoe options out there for him. These shoes fit great, however it you are buying these for a younger child be careful. They do not hold up when washing. I would expect if I was paying this much for a pair of shoes for a 2 year old they would hold up after wearing them for only 3 weeks. We had a situation that required the shoes to be washed in the washing machine. Not surprising for a 2 year old. When I took the shoes out after the washing cycle, the fabric on the insert was completely off. When I called New Balance to inquire about this they told me that their shoes should not go in the washing machine. If they are going to sell sneakers for this age range, and charge as much as they do for them, they should make the quality so that they can be cleaned properly.",1
"Darling, darling shoes! I love their style  Unfortunately, their comfort level is very subpar uncomfortable with following:  hard as a rock on the ball of the foot with virtually no arch support.  They are expensive shoes, and their style is on point-- only way too bad that sacrificing comfort is just too much of a detriment to enjoy wearing these shoes.",2
Very comfortable!,3
These shoes came in a used box and one of them was damaged.,0
Love these boots. Hold up well. On second pair. Great for the office and winter weather.,4
Good value,4
THOUGHT IT WAS A WALLET,1
Very comfortable but the toe ripped after 3 months and makes me look homeless :( could have been made better and I do like them but they didn't hold up,1
They are ok. For the price I suppose they are fine. I really didn't like the cheap hardware (gold plastic) strap holder (not the buckle the other thing that holds the strap down) Once they break what am i going to do? These were a tad narrow but I have a wide forefoot and most of these kinds of sandals are to narrow.,3
Love!!!! It,4
Great show for casual dressing with linen slacks.,3
I really like the comfort and the lightness of this golf shoe.  The only negative I have is that it laces one eyelet to high.,3
Sturdy shoe with great traction,3
my previous pair was better.  it had better arch support and I liked the coral color better on the old ones.,3
Nice and fast,4
Wonderful shoes.  They are so comfortable that I put them on as soon as i get home from work.  LOVE THEM!,4
I like that.,2
"They fit perfect. And seem to be comfortable for my little guy as well, love that he Matches flip flops with mom and dad!",4
"If I am walking non stop - two hours and I am done. These always take a little break in for me.  I love the look - casual, yet work friendly.",3
A little small but I can adgust.,3
"I love these shoes they are very comfortable and I plan to buy another pair. Also, I 'm able to move faster either walking for exercise or hiking through my company's large parking area to get into the office.",4
"The boots were beautiful. The length was perfect. However, the top of the shoe, at the base of the lashes was so tight I could barely stand it. I have a high arch, but I have never had a boot fit so tightly on the top of my foot. Broke my heart to return them.",0
Just overall to large,1
eh,1
I bought these years ago not from Amazon but another source.  They used to be wonderful as the first review on here says.  I bought them a second time and now they are as the second reviewer notes.  In other words they are cheaply made foreign junk.  Buyer beware.  Also the picture is deceiving as the heels do not come up over your heels.  They slip off your feet and come apart in a minute.  Garbage.,0
"They are water shoes, so I have not worn them ALL day.",3
